OCD,Geographic code,Geographic name,Province or territory,Population,Scraper?,Shapefile?,Contact,Highrise URL,Request notes,Received via,Last boundary,Next boundary,Permission to distribute,Type of license,License URL,Denial notes
ocd-division/country:ca/csd:3532045,3532045,Blandford-Blenheim,ON,7359,,,,,,,,,,,,
ocd-division/country:ca/csd:3534005,3534005,Bayham,ON,6989,,,,,,,,,,,,
ocd-division/country:ca/csd:3534010,3534010,Malahide,ON,9146,,,,,,,,,,,,
ocd-division/country:ca/csd:3534011,3534011,Aylmer,ON,7151,,,,,,,,,,,,
ocd-division/country:ca/csd:3534020,3534020,Central Elgin,ON,12743,,,,,,,,,,,,
ocd-division/country:ca/csd:3534021,3534021,St. Thomas,ON,37905,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:3534024,3534024,Southwold,ON,4494,,,,,,,,,,,,
ocd-division/country:ca/csd:3534030,3534030,Dutton/Dunwich,ON,3876,,,,,,,,,,,,
ocd-division/country:ca/csd:3534042,3534042,West Elgin,ON,5157,,,,,,,,,,,,
ocd-division/country:ca/csd:3536020,3536020,Chatham-Kent,ON,103671,,Y,Richard Drouillard <RICHARDD@chatham-kent.ca>,https://opennorthinc.highrisehq.com/emails/177428421-ward-boundaries-in-digital-format-request,,email,9/20/2012,,N,Custom,,Need to ask (9/21/2012: legal team is reviewing new open data terms)
ocd-division/country:ca/csd:3536029,3536029,Moravian 47,ON,404,,,,,,,,,,,,
ocd-division/country:ca/csd:3537001,3537001,Pelee,ON,171,,,,,,,,,,,,
ocd-division/country:ca/csd:3537003,3537003,Leamington,ON,28403,,,,,,,,,,,,
ocd-division/country:ca/csd:3537013,3537013,Kingsville,ON,21362,,,,,,,,,,,,
ocd-division/country:ca/csd:3537016,3537016,Essex,ON,19600,,,,,,,,,,,,
ocd-division/country:ca/csd:3537028,3537028,Amherstburg,ON,21556,,,,,,,,,,,,
ocd-division/country:ca/csd:3537034,3537034,LaSalle,ON,28643,,,,,,,,,,,,
ocd-division/country:ca/csd:3537039,3537039,Windsor,ON,210891,https://scraperwiki.com/scrapers/windsor_on_council/,Y,N/A,,,online,2/5/2012,,Y,Open,http://www.citywindsor.ca/opendata/Documents/OpenDataTermsofUse.pdf,
ocd-division/country:ca/csd:3537048,3537048,Tecumseh,ON,23610,,,,,,,,,,,,
ocd-division/country:ca/csd:3537064,3537064,Lakeshore,ON,34546,,Requested,,,11/30/2012,,,,,,,
ocd-division/country:ca/csd:3538003,3538003,St. Clair,ON,14515,,,,,,,,,,,,
ocd-division/country:ca/csd:3538004,3538004,Walpole Island 46,ON,,,,,,,,,,,,,
ocd-division/country:ca/csd:3538007,3538007,Dawn-Euphemia,ON,2049,,,,,,,,,,,,
ocd-division/country:ca/csd:3538015,3538015,Brooke-Alvinston,ON,2548,,,,,,,,,,,,
ocd-division/country:ca/csd:3538016,3538016,Enniskillen,ON,2930,,,,,,,,,,,,
ocd-division/country:ca/csd:3538018,3538018,Oil Springs,ON,704,,,,,,,,,,,,
ocd-division/country:ca/csd:3538019,3538019,Petrolia,ON,5528,,,,,,,,,,,,
ocd-division/country:ca/csd:3538025,3538025,Sarnia 45,ON,640,,,,,,,,,,,,
ocd-division/country:ca/csd:3538030,3538030,Sarnia,ON,72366,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:3538031,3538031,Point Edward,ON,2034,,,,,,,,,,,,
ocd-division/country:ca/csd:3538035,3538035,Plympton-Wyoming,ON,7576,,,,,,,,,,,,
ocd-division/country:ca/csd:3538040,3538040,Lambton Shores,ON,10656,,,,,,,,,,,,
ocd-division/country:ca/csd:3538043,3538043,Warwick,ON,3717,,,,,,,,,,,,
ocd-division/country:ca/csd:3538056,3538056,Kettle Point 44,ON,936,,,,,,,,,,,,
ocd-division/country:ca/csd:3539002,3539002,Newbury,ON,447,,,,,,,,,,,,
ocd-division/country:ca/csd:3539005,3539005,Southwest Middlesex,ON,5860,,,,,,,,,,,,
ocd-division/country:ca/csd:3539015,3539015,Strathroy-Caradoc,ON,20978,,,,,,,,,,,,
ocd-division/country:ca/csd:3539017,3539017,Chippewas of the Thames First Nation 42,ON,762,,,,,,,,,,,,
ocd-division/country:ca/csd:3539018,3539018,Munsee-Delaware Nation 1,ON,160,,,,,,,,,,,,
ocd-division/country:ca/csd:3539021,3539021,Oneida 41,ON,1282,,,,,,,,,,,,
ocd-division/country:ca/csd:3539027,3539027,Thames Centre,ON,13000,,,,,,,,,,,,
ocd-division/country:ca/csd:3539033,3539033,Middlesex Centre,ON,16487,,,,,,,,,,,,
ocd-division/country:ca/csd:3539036,3539036,London,ON,366151,https://scraperwiki.com/scrapers/london_on_city_council/,Y,N/A,,,online,2/4/2014,,Y,Open,http://www.london.ca/city-hall/open-data/Pages/OpenData-TermsofUse.aspx,
ocd-division/country:ca/csd:3539041,3539041,North Middlesex,ON,6658,,,,,,,,,,,,
ocd-division/country:ca/csd:3539047,3539047,Adelaide-Metcalfe,ON,3028,,,,,,,,,,,,
ocd-division/country:ca/csd:3539060,3539060,Lucan Biddulph,ON,4338,,,,,,,,,,,,
ocd-division/country:ca/csd:3540005,3540005,South Huron,ON,9945,,,,,,,,,,,,
ocd-division/country:ca/csd:3540010,3540010,Bluewater,ON,7044,,,,,,,,,,,,
ocd-division/country:ca/csd:3540025,3540025,Central Huron,ON,7591,,,,,,,,,,,,
ocd-division/country:ca/csd:3540028,3540028,Goderich,ON,7521,,,,,,,,,,,,
ocd-division/country:ca/csd:3540040,3540040,Huron East,ON,9264,,,,,,,,,,,,
ocd-division/country:ca/csd:3540046,3540046,Howick,ON,3856,,,,,,,,,,,,
ocd-division/country:ca/csd:3540050,3540050,Morris-Turnberry,ON,3413,,,,,,,,,,,,
ocd-division/country:ca/csd:3540055,3540055,North Huron,ON,4884,,,,,,,,,,,,
ocd-division/country:ca/csd:3540063,3540063,Ashfield-Colborne-Wawanosh,ON,5582,,,,,,,,,,,,
ocd-division/country:ca/csd:3541004,3541004,South Bruce,ON,5685,,,,,,,,,,,,
ocd-division/country:ca/csd:3541015,3541015,Huron-Kinloss,ON,6790,,,,,,,,,,,,
ocd-division/country:ca/csd:3541024,3541024,Kincardine,ON,11174,,,,,,,,,,,,
ocd-division/country:ca/csd:3541032,3541032,Brockton,ON,9432,,,,,,,,,,,,
ocd-division/country:ca/csd:3541043,3541043,Arran-Elderslie,ON,6810,,,,,,,,,,,,
ocd-division/country:ca/csd:3541045,3541045,Saugeen Shores,ON,12661,,,,,,,,,,,,
ocd-division/country:ca/csd:3541055,3541055,South Bruce Peninsula,ON,8413,,,,,,,,,,,,
ocd-division/country:ca/csd:3541057,3541057,Saugeen 29,ON,726,,,,,,,,,,,,
ocd-division/country:ca/csd:3541060,3541060,Neyaashiinigmiing 27,ON,667,,,,,,,,,,,,
ocd-division/country:ca/csd:3541069,3541069,Northern Bruce Peninsula,ON,3744,,,,,,,,,,,,
ocd-division/country:ca/csd:3542004,3542004,West Grey,ON,12286,,,,,,,,,,,,
ocd-division/country:ca/csd:3542005,3542005,Southgate,ON,7190,,,,,,,,,,,,
ocd-division/country:ca/csd:3542015,3542015,Grey Highlands,ON,9520,,,,,,,,,,,,
ocd-division/country:ca/csd:3542029,3542029,Hanover,ON,7490,,,,,,,,,,,,
ocd-division/country:ca/csd:3542037,3542037,Chatsworth,ON,6437,,,,,,,,,,,,
ocd-division/country:ca/csd:3542045,3542045,The Blue Mountains,ON,6453,,,,,,,,,,,,
ocd-division/country:ca/csd:3542047,3542047,Meaford,ON,11100,,,,,,,,,,,,
ocd-division/country:ca/csd:3542053,3542053,Georgian Bluffs,ON,10404,,,,,,,,,,,,
ocd-division/country:ca/csd:3542059,3542059,Owen Sound,ON,21688,,,,,,,,,,,,
ocd-division/country:ca/csd:3543003,3543003,Adjala-Tosorontio,ON,10603,,,,,,,,,,,,
ocd-division/country:ca/csd:3543005,3543005,Clearview,ON,13734,,,,,,,,,,,,
ocd-division/country:ca/csd:3543007,3543007,New Tecumseth,ON,30234,,,,,,,,,,,,
ocd-division/country:ca/csd:3543009,3543009,Springwater,ON,18223,,,,,,,,,,,,
ocd-division/country:ca/csd:3543014,3543014,Bradford West Gwillimbury,ON,28077,,,,,,,,,,,,
ocd-division/country:ca/csd:3543015,3543015,Severn,ON,12377,,,,,,,,,,,,
ocd-division/country:ca/csd:3543017,3543017,Innisfil,ON,33079,,Requested,,,,,,,,,,
ocd-division/country:ca/csd:3543019,3543019,Ramara,ON,9275,,,,,,,,,,,,
ocd-division/country:ca/csd:3543021,3543021,Essa,ON,18505,,,,,,,,,,,,
ocd-division/country:ca/csd:3543023,3543023,Oro-Medonte,ON,20078,,,,,,,,,,,,
ocd-division/country:ca/csd:3543031,3543031,Collingwood,ON,19241,,,,,,,,,,,,
ocd-division/country:ca/csd:3543042,3543042,Barrie,ON,135711,,Requested,Dawn McAlpine <DMcAlpine@barrie.ca>,https://opennorthinc.highrisehq.com/emails/177410487-ward-boundaries-in-digital-format,"Wendy Sutherland (x5077), called Nov 21 and left a message saying there in the midst of a by-election, will provide wards beginning of december",,,2012,,,,
ocd-division/country:ca/csd:3543050,3543050,Mnjikaning First Nation 32 (Rama First Nation 32),ON,870,,,,,,,,,,,,
ocd-division/country:ca/csd:3543052,3543052,Orillia,ON,30586,,,,,,,,,,,,
ocd-division/country:ca/csd:3543064,3543064,Wasaga Beach,ON,17537,,,,,,,,,,,,
ocd-division/country:ca/csd:3543068,3543068,Tiny,ON,11232,,,,,,,,,,,,
ocd-division/country:ca/csd:3543069,3543069,Christian Island 30,ON,1249,,,,,,,,,,,,
ocd-division/country:ca/csd:3543070,3543070,Christian Island 30A,ON,33,,,,,,,,,,,,
ocd-division/country:ca/csd:3543071,3543071,Tay,ON,9736,,,,,,,,,,,,
ocd-division/country:ca/csd:3543072,3543072,Penetanguishene,ON,9111,,,,,,,,,,,,
ocd-division/country:ca/csd:3543074,3543074,Midland,ON,16572,,,,,,,,,,,,
ocd-division/country:ca/csd:3544002,3544002,Gravenhurst,ON,11640,,,,,,,,,,,,
ocd-division/country:ca/csd:3544018,3544018,Bracebridge,ON,15409,,,,,,,,,,,,
ocd-division/country:ca/csd:3544027,3544027,Lake of Bays,ON,3284,,,,,,,,,,,,
ocd-division/country:ca/csd:3544042,3544042,Huntsville,ON,19056,,,,,,,,,,,,
ocd-division/country:ca/csd:3544053,3544053,Muskoka Lakes,ON,6324,,,,,,,,,,,,
ocd-division/country:ca/csd:3544065,3544065,Georgian Bay,ON,2124,,,,,,,,,,,,
ocd-division/country:ca/csd:3544071,3544071,Wahta Mohawk Territory,ON,,,,,,,,,,,,,
ocd-division/country:ca/csd:3544073,3544073,Moose Point 79,ON,210,,,,,,,,,,,,
ocd-division/country:ca/csd:3546005,3546005,Highlands East,ON,3249,,,,,,,,,,,,
ocd-division/country:ca/csd:3546015,3546015,Minden Hills,ON,5655,,,,,,,,,,,,
ocd-division/country:ca/csd:3546018,3546018,Algonquin Highlands,ON,2156,,,,,,,,,,,,
ocd-division/country:ca/csd:3546024,3546024,Dysart and Others,ON,5966,,,,,,,,,,,,
ocd-division/country:ca/csd:3547002,3547002,Arnprior,ON,8114,,,,,,,,,,,,
ocd-division/country:ca/csd:3547003,3547003,McNab/Braeside,ON,7371,,,,,,,,,,,,
ocd-division/country:ca/csd:3547008,3547008,Greater Madawaska,ON,2485,,,,,,,,,,,,
ocd-division/country:ca/csd:3547020,3547020,"Brudenell, Lyndoch and Raglan",ON,1658,,,,,,,,,,,,
ocd-division/country:ca/csd:3547030,3547030,Madawaska Valley,ON,4282,,,,,,,,,,,,
ocd-division/country:ca/csd:3547033,3547033,"Killaloe, Hagarty and Richards",ON,2402,,,,,,,,,,,,
ocd-division/country:ca/csd:3547035,3547035,Bonnechere Valley,ON,3763,,,,,,,,,,,,
ocd-division/country:ca/csd:3547037,3547037,Pikwakanagan (Golden Lake 39),ON,432,,,,,,,,,,,,
ocd-division/country:ca/csd:3547043,3547043,Admaston/Bromley,ON,2844,,,,,,,,,,,,
ocd-division/country:ca/csd:3547046,3547046,Horton,ON,2719,,,,,,,,,,,,
ocd-division/country:ca/csd:3547048,3547048,Renfrew,ON,8218,,,,,,,,,,,,
ocd-division/country:ca/csd:3547056,3547056,Whitewater Region,ON,6921,,,,,,,,,,,,
ocd-division/country:ca/csd:3547064,3547064,Pembroke,ON,14360,,,,,,,,,,,,
ocd-division/country:ca/csd:3547070,3547070,North Algona Wilberforce,ON,2873,,,,,,,,,,,,
ocd-division/country:ca/csd:3547075,3547075,Laurentian Valley,ON,9657,,,,,,,,,,,,
ocd-division/country:ca/csd:3547076,3547076,Petawawa,ON,15988,,,,,,,,,,,,
ocd-division/country:ca/csd:3547090,3547090,Laurentian Hills,ON,2811,,,,,,,,,,,,
ocd-division/country:ca/csd:3547096,3547096,Deep River,ON,4193,,,,,,,,,,,,
ocd-division/country:ca/csd:3547098,3547098,"Head, Clara and Maria",ON,235,,,,,,,,,,,,
ocd-division/country:ca/csd:3548001,3548001,South Algonquin,ON,1211,,,,,,,,,,,,
ocd-division/country:ca/csd:3548013,3548013,Papineau-Cameron,ON,978,,,,,,,,,,,,
ocd-division/country:ca/csd:3548019,3548019,Mattawan,ON,162,,,,,,,,,,,,
ocd-division/country:ca/csd:3548021,3548021,Mattawa,ON,2023,,,,,,,,,,,,
ocd-division/country:ca/csd:3548022,3548022,Calvin,ON,568,,,,,,,,,,,,
ocd-division/country:ca/csd:3548027,3548027,Bonfield,ON,2016,,,,,,,,,,,,
ocd-division/country:ca/csd:3548031,3548031,Chisholm,ON,1263,,,,,,,,,,,,
ocd-division/country:ca/csd:3548034,3548034,East Ferris,ON,4512,,,,,,,,,,,,
ocd-division/country:ca/csd:3548044,3548044,North Bay,ON,53651,,N/A,Cathy Conrad <Cathy.Conrad@cityofnorthbay.ca>,https://opennorthinc.highrisehq.com/emails/177410528-ward-boundaries-in-digital-format,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ocd-division/country:ca/csd:3548055,3548055,West Nipissing / Nipissing Ouest,ON,14149,,,,,,,,,,,,
ocd-division/country:ca/csd:3548069,3548069,Temagami,ON,820,,,,,,,,,,,,
ocd-division/country:ca/csd:3548072,3548072,Bear Island 1,ON,,,,,,,,,,,,,
ocd-division/country:ca/csd:3548073,3548073,Nipissing 10,ON,1450,,,,,,,,,,,,
ocd-division/country:ca/csd:3548091,3548091,"Nipissing, Unorganized, South Part",ON,80,,,,,,,,,,,,
ocd-division/country:ca/csd:3548094,3548094,"Nipissing, Unorganized, North Part",ON,1853,,,,,,,,,,,,
ocd-division/country:ca/csd:3549003,3549003,Seguin,ON,3988,,,,,,,,,,,,
ocd-division/country:ca/csd:3549005,3549005,The Archipelago,ON,566,,,,,,,,,,,,
ocd-division/country:ca/csd:3549012,3549012,McMurrich/Monteith,ON,779,,,,,,,,,,,,
ocd-division/country:ca/csd:3549014,3549014,Perry,ON,2317,,,,,,,,,,,,
ocd-division/country:ca/csd:3549018,3549018,Kearney,ON,841,,,,,,,,,,,,
ocd-division/country:ca/csd:3549019,3549019,Armour,ON,1372,,,,,,,,,,,,
ocd-division/country:ca/csd:3549022,3549022,Burk's Falls,ON,967,,,,,,,,,,,,
ocd-division/country:ca/csd:3549024,3549024,Ryerson,ON,634,,,,,,,,,,,,
ocd-division/country:ca/csd:3549028,3549028,McKellar,ON,1144,,,,,,,,,,,,
ocd-division/country:ca/csd:3549031,3549031,McDougall,ON,2705,,,,,,,,,,,,
ocd-division/country:ca/csd:3549032,3549032,Parry Sound,ON,6191,,,,,,,,,,,,
ocd-division/country:ca/csd:3549036,3549036,Carling,ON,1248,,,,,,,,,,,,
ocd-division/country:ca/csd:3549039,3549039,Whitestone,ON,918,,,,,,,,,,,,
ocd-division/country:ca/csd:3549043,3549043,Magnetawan,ON,1454,,,,,,,,,,,,
ocd-division/country:ca/csd:3549046,3549046,Strong,ON,1341,,,,,,,,,,,,
ocd-division/country:ca/csd:3549048,3549048,Sundridge,ON,985,,,,,,,,,,,,
ocd-division/country:ca/csd:3549051,3549051,Joly,ON,284,,,,,,,,,,,,
ocd-division/country:ca/csd:3549054,3549054,Machar,ON,923,,,,,,,,,,,,
ocd-division/country:ca/csd:3549056,3549056,South River,ON,1049,,,,,,,,,,,,
ocd-division/country:ca/csd:3549060,3549060,Powassan,ON,3378,,,,,,,,,,,,
ocd-division/country:ca/csd:3549066,3549066,Callander,ON,3864,,,,,,,,,,,,
ocd-division/country:ca/csd:3549071,3549071,Nipissing,ON,1704,,,,,,,,,,,,
ocd-division/country:ca/csd:3549072,3549072,Shawanaga 17,ON,213,,,,,,,,,,,,
ocd-division/country:ca/csd:3549073,3549073,Parry Island First Nation,ON,419,,,,,,,,,,,,
ocd-division/country:ca/csd:3549075,3549075,Henvey Inlet 2,ON,28,,,,,,,,,,,,
ocd-division/country:ca/csd:3549076,3549076,French River 13,ON,137,,,,,,,,,,,,
ocd-division/country:ca/csd:3549077,3549077,Dokis 9,ON,204,,,,,,,,,,,,
ocd-division/country:ca/csd:3549078,3549078,Magnetewan 1,ON,93,,,,,,,,,,,,
ocd-division/country:ca/csd:3549095,3549095,"Parry Sound, Unorganized, North East Part",ON,217,,,,,,,,,,,,
ocd-division/country:ca/csd:3549096,3549096,"Parry Sound, Unorganized, Centre Part",ON,2199,,,,,,,,,,,,
ocd-division/country:ca/csd:3551001,3551001,Tehkummah,ON,406,,,,,,,,,,,,
ocd-division/country:ca/csd:3551006,3551006,Central Manitoulin,ON,1958,,,,,,,,,,,,
ocd-division/country:ca/csd:3551011,3551011,Assiginack,ON,960,,,,,,,,,,,,
ocd-division/country:ca/csd:3551017,3551017,Northeastern Manitoulin and the Islands,ON,2706,,,,,,,,,,,,
ocd-division/country:ca/csd:3551021,3551021,Billings,ON,506,,,,,,,,,,,,
ocd-division/country:ca/csd:3551026,3551026,Gore Bay,ON,850,,,,,,,,,,,,
ocd-division/country:ca/csd:3551027,3551027,Gordon/Barrie Island,ON,526,,,,,,,,,,,,
ocd-division/country:ca/csd:3551028,3551028,Burpee and Mills,ON,308,,,,,,,,,,,,
ocd-division/country:ca/csd:3551034,3551034,Cockburn Island,ON,0,,,,,,,,,,,,
ocd-division/country:ca/csd:3551040,3551040,Whitefish River (Part) 4,ON,487,,,,,,,,,,,,
ocd-division/country:ca/csd:3551041,3551041,Sucker Creek 23,ON,365,,,,,,,,,,,,
ocd-division/country:ca/csd:3551042,3551042,Sheguiandah 24,ON,154,,,,,,,,,,,,
ocd-division/country:ca/csd:3551043,3551043,Wikwemikong Unceded,ON,2592,,,,,,,,,,,,
ocd-division/country:ca/csd:3551044,3551044,Sheshegwaning 20,ON,118,,,,,,,,,,,,
ocd-division/country:ca/csd:3551045,3551045,M'Chigeeng 22 (West Bay 22),ON,897,,,,,,,,,,,,
ocd-division/country:ca/csd:3551094,3551094,"Manitoulin, Unorganized, West Part",ON,160,,,,,,,,,,,,
ocd-division/country:ca/csd:3551100,3551100,Zhiibaahaasing 19A (Cockburn Island 19A),ON,55,,,,,,,,,,,,
ocd-division/country:ca/csd:3552001,3552001,French River / Rivière des Français,ON,2442,,,,,,,,,,,,
ocd-division/country:ca/csd:3552004,3552004,St.-Charles,ON,1282,,,,,,,,,,,,
ocd-division/country:ca/csd:3552013,3552013,Markstay-Warren,ON,2297,,,,,,,,,,,,
ocd-division/country:ca/csd:3552023,3552023,Sables-Spanish Rivers,ON,3075,,,,,,,,,,,,
ocd-division/country:ca/csd:3552026,3552026,Espanola,ON,5364,,,,,,,,,,,,
ocd-division/country:ca/csd:3552028,3552028,Baldwin,ON,551,,,,,,,,,,,,
ocd-division/country:ca/csd:3552031,3552031,Nairn and Hyman,ON,477,,,,,,,,,,,,
ocd-division/country:ca/csd:3552036,3552036,Killarney,ON,505,,,,,,,,,,,,
ocd-division/country:ca/csd:3552051,3552051,Whitefish Lake 6,ON,394,,,,,,,,,,,,
ocd-division/country:ca/csd:3552052,3552052,Mattagami 71,ON,193,,,,,,,,,,,,
ocd-division/country:ca/csd:3552053,3552053,Chapleau 74A,ON,31,,,,,,,,,,,,
ocd-division/country:ca/csd:3552054,3552054,Duck Lake 76B,ON,84,,,,,,,,,,,,
ocd-division/country:ca/csd:3552058,3552058,Chapleau 75,ON,79,,,,,,,,,,,,
ocd-division/country:ca/csd:3552092,3552092,Chapleau,ON,2116,,,,,,,,,,,,
ocd-division/country:ca/csd:3552093,3552093,"Sudbury, Unorganized, North Part",ON,2306,,,,,,,,,,,,
ocd-division/country:ca/csd:3553005,3553005,Greater Sudbury / Grand Sudbury,ON,160274,http://scrapers.herokuapp.com/represent/ca_on_greater_sudbury/,Y,"Krista Carré
Senior Planning Technician, Community and Strategic Planning Section, Growth and Development Department
City of Greater Sudbury
Tel: 1-705-674-4455 x4304
krista.carre@greatersudbury.ca",https://opennorthinc.highrisehq.com/people/119430834-krista-carre,,email,2/21/2012,no plans,Y,license agreement (paper),,
ocd-division/country:ca/csd:3553040,3553040,Wahnapitei 11,ON,102,,,,,,,,,,,,
ocd-division/country:ca/csd:3554001,3554001,Coleman,ON,597,,,,,,,,,,,,
ocd-division/country:ca/csd:3554006,3554006,Latchford,ON,387,,,,,,,,,,,,
ocd-division/country:ca/csd:3554008,3554008,Cobalt,ON,1133,,,,,,,,,,,,
ocd-division/country:ca/csd:3554014,3554014,Harris,ON,523,,,,,,,,,,,,
ocd-division/country:ca/csd:3554020,3554020,Temiskaming Shores,ON,10400,,,,,,,,,,,,
ocd-division/country:ca/csd:3554021,3554021,Hudson,ON,476,,,,,,,,,,,,
ocd-division/country:ca/csd:3554024,3554024,Kerns,ON,359,,,,,,,,,,,,
ocd-division/country:ca/csd:3554026,3554026,Harley,ON,539,,,,,,,,,,,,
ocd-division/country:ca/csd:3554029,3554029,Casey,ON,374,,,,,,,,,,,,
ocd-division/country:ca/csd:3554032,3554032,Brethour,ON,129,,,,,,,,,,,,
ocd-division/country:ca/csd:3554034,3554034,Hilliard,ON,204,,,,,,,,,,,,
ocd-division/country:ca/csd:3554036,3554036,Armstrong,ON,1216,,,,,,,,,,,,
ocd-division/country:ca/csd:3554038,3554038,Thornloe,ON,123,,,,,,,,,,,,
ocd-division/country:ca/csd:3554042,3554042,James,ON,424,,,,,,,,,,,,
ocd-division/country:ca/csd:3554044,3554044,Charlton and Dack,ON,671,,,,,,,,,,,,
ocd-division/country:ca/csd:3554049,3554049,Evanturel,ON,452,,,,,,,,,,,,
ocd-division/country:ca/csd:3554052,3554052,Englehart,ON,1519,,,,,,,,,,,,
ocd-division/country:ca/csd:3554054,3554054,Chamberlain,ON,297,,,,,,,,,,,,
ocd-division/country:ca/csd:3554056,3554056,Matachewan,ON,268,,,,,,,,,,,,
ocd-division/country:ca/csd:3554057,3554057,Matachewan 72,ON,83,,,,,,,,,,,,
ocd-division/country:ca/csd:3554058,3554058,McGarry,ON,595,,,,,,,,,,,,
ocd-division/country:ca/csd:3554062,3554062,Larder Lake,ON,684,,,,,,,,,,,,
ocd-division/country:ca/csd:3554066,3554066,Gauthier,ON,123,,,,,,,,,,,,
ocd-division/country:ca/csd:3554068,3554068,Kirkland Lake,ON,8133,,,,,,,,,,,,
ocd-division/country:ca/csd:3554091,3554091,"Timiskaming, Unorganized, East Part",ON,0,,,,,,,,,,,,
ocd-division/country:ca/csd:3554094,3554094,"Timiskaming, Unorganized, West Part",ON,2925,,,,,,,,,,,,
ocd-division/country:ca/csd:3556014,3556014,Black River-Matheson,ON,2410,,,,,,,,,,,,
ocd-division/country:ca/csd:3556027,3556027,Timmins,ON,43165,,Requested,Cecilia Adams <Cecilia.Adams@timmins.ca>,https://opennorthinc.highrisehq.com/people/169857954-cecilia-adams,10/18/2012 (received a .dwg file),,,,,,,
ocd-division/country:ca/csd:3556031,3556031,Iroquois Falls,ON,4595,,,,,,,,,,,,
ocd-division/country:ca/csd:3556033,3556033,Abitibi 70,ON,126,,,,,,,,,,,,
ocd-division/country:ca/csd:3556042,3556042,Cochrane,ON,5340,,,,,,,,,,,,
ocd-division/country:ca/csd:3556048,3556048,Smooth Rock Falls,ON,1376,,,,,,,,,,,,
ocd-division/country:ca/csd:3556052,3556052,Fauquier-Strickland,ON,530,,,,,,,,,,,,
ocd-division/country:ca/csd:3556056,3556056,Moonbeam,ON,1101,,,,,,,,,,,,
ocd-division/country:ca/csd:3556066,3556066,Kapuskasing,ON,8196,,,,,,,,,,,,
ocd-division/country:ca/csd:3556070,3556070,Val Rita-Harty,ON,817,,,,,,,,,,,,
ocd-division/country:ca/csd:3556073,3556073,Opasatika,ON,214,,,,,,,,,,,,
ocd-division/country:ca/csd:3556076,3556076,Hearst,ON,5090,,,,,,,,,,,,
ocd-division/country:ca/csd:3556077,3556077,Mattice-Val Côté,ON,686,,,,,,,,,,,,
ocd-division/country:ca/csd:3556091,3556091,"Cochrane, Unorganized, South West Part",ON,0,,,,,,,,,,,,
ocd-division/country:ca/csd:3556092,3556092,"Cochrane, Unorganized, North Part",ON,3064,,,,,,,,,,,,
ocd-division/country:ca/csd:3556093,3556093,Fort Albany (Part) 67,ON,511,,,,,,,,,,,,
ocd-division/country:ca/csd:3556094,3556094,Factory Island 1,ON,1414,,,,,,,,,,,,
ocd-division/country:ca/csd:3556095,3556095,Constance Lake 92,ON,670,,,,,,,,,,,,
ocd-division/country:ca/csd:3556096,3556096,Moose Factory 68,ON,0,,,,,,,,,,,,
ocd-division/country:ca/csd:3556098,3556098,"Cochrane, Unorganized, South East Part",ON,15,,,,,,,,,,,,
ocd-division/country:ca/csd:3556100,3556100,Flying Post 73,ON,0,,,,,,,,,,,,
ocd-division/country:ca/csd:3556102,3556102,New Post 69A,ON,77,,,,,,,,,,,,
ocd-division/country:ca/csd:3556106,3556106,Moosonee,ON,1725,,,,,,,,,,,,
ocd-division/country:ca/csd:3557001,3557001,Jocelyn,ON,237,,,,,,,,,,,,
ocd-division/country:ca/csd:3557004,3557004,Hilton,ON,261,,,,,,,,,,,,
ocd-division/country:ca/csd:3557006,3557006,Hilton Beach,ON,145,,,,,,,,,,,,
ocd-division/country:ca/csd:3557008,3557008,St. Joseph,ON,1201,,,,,,,,,,,,
ocd-division/country:ca/csd:3557011,3557011,Laird,ON,1057,,,,,,,,,,,,
ocd-division/country:ca/csd:3557014,3557014,Tarbutt and Tarbutt Additional,ON,396,,,,,,,,,,,,
ocd-division/country:ca/csd:3557016,3557016,Johnson,ON,750,,,,,,,,,,,,
ocd-division/country:ca/csd:3557019,3557019,Plummer Additional,ON,650,,,,,,,,,,,,
ocd-division/country:ca/csd:3557021,3557021,Bruce Mines,ON,566,,,,,,,,,,,,
ocd-division/country:ca/csd:3557026,3557026,Thessalon 12,ON,108,,,,,,,,,,,,
ocd-division/country:ca/csd:3557028,3557028,Thessalon,ON,1279,,,,,,,,,,,,
ocd-division/country:ca/csd:3557035,3557035,Huron Shores,ON,1723,,,,,,,,,,,,
ocd-division/country:ca/csd:3557038,3557038,Blind River,ON,3549,,,,,,,,,,,,
ocd-division/country:ca/csd:3557039,3557039,Spanish,ON,696,,,,,,,,,,,,
ocd-division/country:ca/csd:3557040,3557040,The North Shore,ON,509,,,,,,,,,,,,
ocd-division/country:ca/csd:3557041,3557041,Elliot Lake,ON,11348,,,,,,,,,,,,
ocd-division/country:ca/csd:3557051,3557051,"Macdonald, Meredith and Aberdeen Additional",ON,1464,,,,,,,,,,,,
